precio,expensas,direccion,localidad,superficie_total,superficie_cubierta,cantidad_de_ambiente,cantidad_de_banios,cantidad_de_dormitorios,antiguedad,cantidad_de_cocheras,cantidad_de_toiletes,aire_acondicionado,alarma,amoblado,caldera,calefacción,cancha_deportes,lavavajillas,quincho,sum,sauna,termotanque,vigilancia,ascensor,caja_fuerte,internet,servicio_de_limpieza,balcon,dependencia_servicio,dormitorio_en_suite,jardin,patio,terraza,apto_profesional,gimnasio,hidromasaje,parrilla,permite_mascotas,pileta,sala_de_juegos,solarium,uso_comercial,acceso_movilidad_reducida,provincia,limpieza_de_ropa,equipamiento_de_cocina,disposicion_Contrafrente,disposicion_Frente,disposicion_Interno,disposicion_Lateral,orientacion_E,orientacion_N,orientacion_NE,orientacion_NO,orientacion_O,orientacion_S,orientacion_SE,orientacion_SO,luminosidad_Luminoso,luminosidad_Muy luminoso,luminosidad_Poco luminoso,estado_general_Bueno,estado_general_Excelente,estado_general_Muy bueno,precio_m2,precio_m2_medio_localidad,precio_medio_localidad,precio_m2_medio_provincia,precio_medio_provincia
420,0,La Paz al 1100,"Abasto, Rosario",80,0,4,1,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.25,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
420,0,Corrientes 2179,"Abasto, Rosario",105,73,6,1,3,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4.0,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
350,0,Urquiza 1046 6to,"Abasto, Rosario",75,75,7,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.666666666666667,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
340,50,Cerrito 807 rosario,"Abasto, Rosario",65,50,3,1,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,Santa Fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.230769230769231,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
320,0,San Martin al 2100,"Abasto, Rosario",60,60,3,2,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.333333333333333,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
310,94,Mitre al 1700,"Abasto, Rosario",60,56,4,1,2,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.166666666666667,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
300,0,Mariano Moreno  S Rosario Santa Fe,"Abasto, Rosario",64,64,0,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6875,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
300,0,Pasco 1349,"Abasto, Rosario",74,74,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.054054054054054,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
260,0,Paraguay  2300 09°,"Abasto, Rosario",57,52,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56140350877193,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
260,44,Cerrito al 961 Piso 5,"Abasto, Rosario",47,43,2,1,1,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,Santa Fe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5.531914893617022,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
250,30,La Paz,"Abasto, Rosario",56,56,4,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.464285714285714,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
250,50,Sarmiento 1925 (9 - A),"Abasto, Rosario",50,37,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,Santa Fe,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.0,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
250,39,Sarmiento ,"Abasto, Rosario",54,54,0,1,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62962962962963,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
250,40,Paraguay 2008,"Abasto, Rosario",47,42,4,1,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.319148936170213,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
250,20,Ituzaingó ,"Abasto, Rosario",60,60,3,1,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,Santa Fe,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4.166666666666667,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
240,30,ITALIA 1600,"Abasto, Rosario",56,52,3,1,2,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,Santa Fe,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.285714285714286,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
240,0,Entre Rios ,"Abasto, Rosario",60,60,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
230,44,Italia  al 2100,"Abasto, Rosario",62,62,3,1,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.7096774193548385,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
230,0,Paraguay  2200,"Abasto, Rosario",45,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.111111111111111,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
220,30,Entre Rios 1964,"Abasto, Rosario",42,42,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,Santa Fe,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.238095238095238,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
220,0,Pasco 300. Entre Alem y Ayacucho,"Abasto, Rosario",49,49,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.489795918367347,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
220,26,Corrientes 2145,"Abasto, Rosario",55,55,3,1,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
210,0,Cochabamba 600,"Abasto, Rosario",40,40,3,1,1,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.25,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
195,30,Buenos Aires al 1800,"Abasto, Rosario",38,34,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.131578947368421,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
190,20,corrientes 2145,"Abasto, Rosario",45,45,3,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.222222222222222,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
180,37,Dorrego  al 2008,"Abasto, Rosario",35,35,2,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,Santa Fe,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.142857142857143,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
180,0,Corrientes 909,"Abasto, Rosario",38,38,1,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7368421052631575,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
180,15,1° de Mayo 2511,"Abasto, Rosario",34,30,2,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.294117647058823,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
180,0,Boulevard 27 de Febrero 1475,"Abasto, Rosario",45,45,3,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
160,22,Montevideo 1500,"Abasto, Rosario",37,34,2,1,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.324324324324325,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
160,25,COCHABAMBA 1379,"Abasto, Rosario",34,34,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.705882352941177,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
160,20,BUENOS AIRES 2023,"Abasto, Rosario",35,35,2,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.571428571428571,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
160,20,Italia al 1800,"Abasto, Rosario",37,36,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.324324324324325,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
150,49,Ituzaingo al 1800,"Abasto, Rosario",28,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.357142857142857,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
140,0,Riobamba  al 1800,"Abasto, Rosario",35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
130,40,Buenos Aires  al 2500,"Abasto, Rosario",30,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333333333333333,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
130,16,Cochabamba 1333,"Abasto, Rosario",28,26,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.642857142857143,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
130,50,Mitre 1747,"Abasto, Rosario",25,25,1,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
95,0,Ituzaingó  al 1500,"Abasto, Rosario",22,22,1,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.318181818181818,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
60,0,Mariano Moreno 1855,"Abasto, Rosario",15,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.61628759007958,217.39473684210526,4.8891969966785105,306.135959339263
580,420,Av. Figueroa Alcorta 181,"Alberdi, Córdoba",130,130,0,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,1,1,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.461538461538462,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
500,100,Caseros 813,"Alberdi, Córdoba",110,90,2,2,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545454546,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
450,0,Humberto Primo 2851,"Alberdi, Córdoba",100,100,5,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
370,0,9 de Julio 1451,"Alberdi, Córdoba",70,70,0,2,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.285714285714286,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
360,120,AVENIDA COLON ,"Alberdi, Córdoba",70,65,4,1,2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.142857142857143,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
360,87,GENERAL PAZ e IGUALDAD 209 8° PISO,"Alberdi, Córdoba",60,60,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
360,15,Sol de Mayo ,"Alberdi, Córdoba",60,60,6,1,3,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
330,35,Mariano Fragueiro 379,"Alberdi, Córdoba",75,70,4,1,2,30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,Cordoba,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.4,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
330,35,Duarte Quiros 801,"Alberdi, Córdoba",65,65,4,1,2,25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,Cordoba,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.076923076923077,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
320,58,Departamento de 2 Dormitorios 10° Piso Externo Bv. San Juan al 700,"Alberdi, Córdoba",63,60,3,1,2,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.079365079365079,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
320,0,caseros 1180,"Alberdi, Córdoba",60,55,4,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.333333333333333,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
320,50,Bv San Juan 810,"Alberdi, Córdoba",75,70,4,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.266666666666667,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
320,58,Caseros 1180,"Alberdi, Córdoba",55,55,3,1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.818181818181818,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
320,0,MAIPU 231,"Alberdi, Córdoba",60,60,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.333333333333333,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
300,120,Av. Colon 1155,"Alberdi, Córdoba",70,70,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.285714285714286,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
270,7,Arturo Orgaz 60,"Alberdi, Córdoba",62,60,4,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.354838709677419,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
260,59,Colon 1750,"Alberdi, Córdoba",45,45,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,Cordoba,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.777777777777778,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
260,0,Bv. San Juan  al 800,"Alberdi, Córdoba",43,43,2,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.046511627906977,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
250,60,santa rosa ,"Alberdi, Córdoba",50,50,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
250,60,Coronel Olmedo 7,"Alberdi, Córdoba",42,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.9523809523809526,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
250,49,Av. Colon 1881,"Alberdi, Córdoba",53,44,2,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.716981132075472,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
250,47,9 de Julio al 1000,"Alberdi, Córdoba",45,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,Cordoba,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.555555555555555,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
240,40,SANTA FE 225,"Alberdi, Córdoba",43,43,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5813953488372094,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
240,57,Muñiz 55,"Alberdi, Córdoba",40,40,3,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
240,30,9 DE JULIO 1844,"Alberdi, Córdoba",50,50,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
240,65,Miguel Monseñor de Andrea 164,"Alberdi, Córdoba",50,45,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.8,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
230,20,Santa Rosa 3010,"Alberdi, Córdoba",54,46,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2592592592592595,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
230,35,Enfermera Clermont  al 300,"Alberdi, Córdoba",45,45,2,1,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.111111111111111,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
230,90,Avenida Colon 1562,"Alberdi, Córdoba",55,50,4,1,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.181818181818182,5.051282943071968,266.93939393939394,5.403151893237961,495.8189111747851
