precio,expensas,direccion,localidad,superficie_total,superficie_cubierta,cantidad_de_ambiente,cantidad_de_banios,cantidad_de_dormitorios,antiguedad,cantidad_de_cocheras,cantidad_de_toiletes,aire_acondicionado,alarma,amoblado,caldera,calefacción,cancha_deportes,lavavajillas,quincho,sum,sauna,termotanque,vigilancia,ascensor,caja_fuerte,internet,servicio_de_limpieza,balcon,dependencia_servicio,dormitorio_en_suite,jardin,patio,terraza,apto_profesional,gimnasio,hidromasaje,parrilla,permite_mascotas,pileta,sala_de_juegos,solarium,uso_comercial,acceso_movilidad_reducida,provincia,limpieza_de_ropa,equipamiento_de_cocina,disposicion_Contrafrente,disposicion_Frente,disposicion_Interno,disposicion_Lateral,orientacion_E,orientacion_N,orientacion_NE,orientacion_NO,orientacion_O,orientacion_S,orientacion_SE,orientacion_SO,luminosidad_Luminoso,luminosidad_Muy luminoso,luminosidad_Poco luminoso,estado_general_Bueno,estado_general_Excelente,estado_general_Muy bueno,precio_m2,precio_m2_medio_localidad,precio_medio_localidad,precio_m2_medio_provincia,precio_medio_provincia
1000,0,Leguizamón ,"Centro Ciudad, Salta",130,115,0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Salta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6923076923076925,7.138229357424846,624.1379310344828,6.573322290594227,593.1830985915493
480,0,Gral Paz  ,"Centro Ciudad, Salta",60,60,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Salta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,7.138229357424846,624.1379310344828,6.573322290594227,593.1830985915493
450,0,Alvarado 1869,"Centro Ciudad, Salta",59,59,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,Salta,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.627118644067797,7.138229357424846,624.1379310344828,6.573322290594227,593.1830985915493
400,0,Pueyrredon 1300,"Centro Ciudad, Salta",54,47,2,1,1,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Salta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.407407407407407,7.138229357424846,624.1379310344828,6.573322290594227,593.1830985915493
350,0,Alsina ,"Centro Ciudad, Salta",42,39,1,1,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,Salta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333333334,7.138229357424846,624.1379310344828,6.573322290594227,593.1830985915493
350,37,Macrocentro. O' Higgins 1100,"Centro Ciudad, Salta",51,51,2,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Salta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.862745098039215,7.138229357424846,624.1379310344828,6.573322290594227,593.1830985915493
330,0,O Higgins ,"Centro Ciudad, Salta",40,39,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Salta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25,7.138229357424846,624.1379310344828,6.573322290594227,593.1830985915493
170,0,Buenos Aires ,"Centro Ciudad, Salta",20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Salta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,7.138229357424846,624.1379310344828,6.573322290594227,593.1830985915493
990,0,Santa Rosa 410,"Centro, Córdoba",182,266,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43956043956044,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
900,0,Santa Rosa 373,"Centro, Córdoba",200,180,0,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
850,350,General Alvear 84,"Centro, Córdoba",153,153,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.555555555555555,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
800,60,Av.emilio Olmos  200,"Centro, Córdoba",200,200,4,1,3,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,Cordoba,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
800,100,MARCELO T DE ALVEAR 387,"Centro, Córdoba",140,140,6,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714285714285714,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
650,220,Av. Colon 845,"Centro, Córdoba",150,150,8,2,3,40,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333333333333333,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
600,70,Figueroa Alcorta 88,"Centro, Córdoba",110,110,3,2,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.454545454545454,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
600,70,Av. Figueroa Alcorta  100,"Centro, Córdoba",120,110,0,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
600,98,Avenida Vélez Sarsfield,"Centro, Córdoba",146,117,9,2,3,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,Cordoba,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.109589041095891,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
550,0,Pasaje Chicoana 315,"Centro, Córdoba",103,92,5,2,2,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.339805825242719,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
550,50,Lima 228,"Centro, Córdoba",97,41,0,1,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.670103092783505,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
550,133,Av. Colon 433,"Centro, Córdoba",130,120,7,3,4,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.230769230769231,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
540,440,Piso 3 Alquiler - Colón y Cañada - Zona Centro Córdoba,"Centro, Córdoba",130,130,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.153846153846154,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
540,440,Piso 7 - Semi Piso en Alquiler - Colon y Cañada,"Centro, Córdoba",130,130,4,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.153846153846154,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
540,440,Piso 1 en Alquiler  - Colón y Cañada - Zona Centro,"Centro, Córdoba",130,130,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.153846153846154,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
540,470,Piso 5 122 m2 - Alquiler - Colón y Cañada Zona Centro Córdoba,"Centro, Córdoba",122,122,3,2,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.426229508196721,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
540,470,Piso 11 en Alquiler- Av. Colón y Cañada - Zona Centro Córdoba,"Centro, Córdoba",130,130,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.153846153846154,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
540,440,Piso 1 en Alquiler - Privados - Colón y Cañada,"Centro, Córdoba",130,130,4,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.153846153846154,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
540,440,Piso 4 - Oficina - Alquiler - Colón y Cañada Zona Centro Córdoba,"Centro, Córdoba",130,130,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.153846153846154,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
540,440,Oficina Piso 4 - Alquiler - Colón y Cañada Zona Centro Córdoba,"Centro, Córdoba",130,130,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.153846153846154,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
540,470,Piso 8 - Alquiler Oficina 130 m2 -  Colon y Cañada - Zona Centro,"Centro, Córdoba",130,130,4,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.153846153846154,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
500,470,Oficinas - Alquiler  Colón y Cañada - Av Figueroa Alcorta 185,"Centro, Córdoba",130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.8461538461538463,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
500,70,Ituzaingo 41,"Centro, Córdoba",100,100,5,1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
500,0,Chacabuco 231,"Centro, Córdoba",130,100,4,2,3,52,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,Cordoba,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8461538461538463,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
480,110,Bv Poniente Umberto Arturo Illia 343,"Centro, Córdoba",120,64,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
450,95,Ayacucho 153,"Centro, Córdoba",110,110,2,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.090909090909091,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
440,0,CHACABUCO  ,"Centro, Córdoba",100,100,9,2,3,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
430,0,Av Gral Paz 595,"Centro, Córdoba",98,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.387755102040816,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
430,59,Bv. Chacabuco 100. Entre Entre rios y San jerónimo,"Centro, Córdoba",104,104,5,2,2,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.134615384615385,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
420,65,Artigas 102,"Centro, Córdoba",75,75,0,1,2,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
400,35,marcelo T de alvear 868,"Centro, Córdoba",80,80,4,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
400,50,Lima 447,"Centro, Córdoba",82,82,4,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.878048780487805,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
400,25,Jujuy 246,"Centro, Córdoba",78,78,0,1,2,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.128205128205129,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
380,50,Santa Rosa 429,"Centro, Córdoba",75,75,1,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.066666666666666,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
370,139,27 de Abril 370,"Centro, Córdoba",75,75,0,1,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,Cordoba,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.933333333333334,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
360,29,SAN JERONIMO 351,"Centro, Córdoba",73,68,4,1,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.931506849315069,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
360,185,Chacabuco 187,"Centro, Córdoba",90,90,4,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
350,0,Av. Maipu 121 Centro Córdoba,"Centro, Córdoba",70,70,5,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
350,32,Duarte Quiros 291,"Centro, Córdoba",70,70,4,1,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,Cordoba,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
350,161,CHACABUCO 32,"Centro, Córdoba",75,75,5,1,2,30,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.666666666666667,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
330,62,San Jeronimo  200 6°,"Centro, Córdoba",80,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.125,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
320,60,ROSARIO DE SANTA FE 453 ,"Centro, Córdoba",80,80,4,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
300,60,Tucumán 54,"Centro, Córdoba",57,8,3,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2631578947368425,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
300,41,FIGUEROA ALCORTA 257,"Centro, Córdoba",70,65,6,2,2,18,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,Cordoba,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.285714285714286,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
280,50,9 de Julio 651,"Centro, Córdoba",56,56,2,1,1,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
280,0,Bolivar  300 8°,"Centro, Córdoba",52,41,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.384615384615385,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
280,110,San Juan 757,"Centro, Córdoba",60,45,3,1,1,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.666666666666667,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
280,0,San Luis  al 700,"Centro, Córdoba",50,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.6,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
260,0,Av Colon al 600,"Centro, Córdoba",50,45,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
250,60,INDEPENDENCIA 274,"Centro, Córdoba",45,45,1,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555555555555555,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
250,70,SANTA ROSA 460,"Centro, Córdoba",50,50,2,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
250,47,Lavalleja 29 2º B,"Centro, Córdoba",47,44,2,1,1,12,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.319148936170213,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
250,49,Duarte Quiros 389,"Centro, Córdoba",65,44,2,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.8461538461538463,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
250,0,BV. SAN JUAN 517,"Centro, Córdoba",45,45,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555555555555555,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
250,30,Caseros 225,"Centro, Córdoba",55,55,2,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545454546,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
250,28,BV. PERON 1150,"Centro, Córdoba",45,45,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555555555555555,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
250,48,Artigas  al 300,"Centro, Córdoba",45,45,2,1,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.555555555555555,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
250,30,V. Sarsfield 468,"Centro, Córdoba",45,40,2,1,1,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.555555555555555,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
250,65,27 de Abril 400,"Centro, Córdoba",60,45,3,1,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.166666666666667,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
250,0,ROSARIO DE SANTA FE 351,"Centro, Córdoba",50,50,4,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.792941067329454,306.75892857142856,5.403151893237961,495.8189111747851
