precio,expensas,direccion,localidad,superficie_total,superficie_cubierta,cantidad_de_ambiente,cantidad_de_banios,cantidad_de_dormitorios,antiguedad,disposicion,orientacion,luminosidad,cantidad_de_cocheras,cantidad_de_toiletes,estado_general,aire_acondicionado,alarma,amoblado,caldera,calefacción,cancha_deportes,cocina_equipada,frigobar,lavarropas,lavavajillas,microondas,quincho,sum,sauna,secarropas,termotanque,vigilancia,ascensor,caja_fuerte,internet,laundry,servicio_de_limpieza,balcon,dependencia_servicio,dormitorio_en_suite,jardin,lavadero,patio,terraza,apto_profesional,gimnasio,hidromasaje,parrilla,permite_mascotas,pileta,sala_de_juegos,solarium,uso_comercial,amoblado,acceso_movilidad_reducida,provincia
$ 250.000,,salsipuedes,"Ecobarrio Villa Sol, Salsipuedes",300,65,3,1,2,A estrenar,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000,,Maestro Vidal 353,"Alto Alberdi, Córdoba",35,35,2,1,,20 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000,,republica 1006,"General Bustos, Córdoba",45,45,3,1,2,8 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 15.000,Av. Gral. Ortiz de Ocampo 400,"General Paz, Córdoba",26,26,,1,,14 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 40.000,Av. General Paz  1500 3°,"Cofico, Córdoba",50,50,2,1,1,2 años,Frente,,,1,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,True,,True,,,,Cordoba
$ 250.000, $ 33.000,Rivadavia,"Centro, Córdoba",1,77,,1,2,1 años,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 60.000,General Paz 186,"Centro, Córdoba",130,130,4,1,,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 7.000,moron 2655,"José Hernández, Córdoba",50,40,3,1,1,12 años,,,Muy luminoso,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 50.000,Bolivar 280,"Río Cuarto, Córdoba",,,2,1,1,En construcción,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,Cordoba
$ 250.000,,LUIS DE TEJEDA 3905,"Córdoba, Córdoba",40,40,1,1,,15 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,True,,,Cordoba
$ 250.000, $ 65.000,Chacabuco 8,"Centro, Córdoba",40,40,2,1,1,30 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 100.000,Esposos Curie al 1300,"Crisol Norte, Córdoba",60,60,2,1,1,15 años,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,True,,True,,,,,,Cordoba
$ 250.000, $ 70.000,SANTA ROSA 460,"Centro, Córdoba",50,50,2,1,1,20 años,Contrafrente,,Muy luminoso,,,,,,,,,,,,,,,,,,,,True,True,,,,,True,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 60.000,Coronel Olmedo 7,"Alberdi, Córdoba",42,42,,,,A estrenar,Contrafrente,,Muy luminoso,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000,,FERNANDO ABRAMO 1809,"Patricios, Córdoba",,70,,1,3,16 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,Cordoba
$ 250.000,,ASTURIAS 1828,"Colón, Córdoba",50,50,1,1,1,En construcción,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 30.000,Marcelo T de Alvear ,"Centro, Córdoba",35,35,2,,1,35 años,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000,,AV DON BOSCO 5331,"Villa Mafekin, Córdoba",90,74,5,1,2,15 años,,,Muy luminoso,,,,,,,,True,,True,,,,,,,,,True,,,,,,,True,,True,,True,,True,,,,,,,,,,,,Cordoba
$ 250.000, $ 25.000,Méjico 1172,"General Pueyrredón, Córdoba",52,45,1,,1,2 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 70.000,pasaje valtodano 1350,"Nueva Córdoba, Córdoba",40,40,2,1,1,10 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 47.000,Lavalleja 29 2º B,"Centro, Córdoba",47,44,2,1,1,12 años,Frente,E,Muy luminoso,,,,True,,,,True,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000,,Puente del Inca 877,"Portales del Sur, Parque Latino",125,75,3,1,2,15 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,True,,,,,,,,,,,,,Cordoba
$ 250.000,,FERNANDO ABRAMO 1809,"Patricios, Córdoba",,70,,1,3,16 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,Cordoba
$ 250.000,,Mexico S/N Rio Ceballos Córdoba,"Otros, Río Ceballos",1,1,2,1,1,1 años,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 40.000,9 de Julio al 600,"Centro, Córdoba",40,40,3,1,1,50 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 49.000,Duarte Quiros 389,"Centro, Córdoba",65,44,2,1,,39 años,,,Muy luminoso,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000,,Maestro Vidal 353,"Alto Alberdi, Córdoba",35,35,2,1,,20 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 40.000,juan del campillo 119,"Cofico, Córdoba",43,43,3,1,1,8 años,Contrafrente,O,Luminoso,,1,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,True,True,,,,,,,Cordoba
$ 250.000, $ 30.000,Bedoya al 900,"Alta Córdoba, Córdoba",40,,,1,1,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000,,Pasaje Depto.,"Los Cedros, Córdoba",50,40,3,1,2,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 1,12 de Octubre 1335,"Providencia, Córdoba",35,35,2,1,1,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 70.000,pasaje valtodano 1350,"Nueva Córdoba, Córdoba",45,40,2,1,1,10 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 60.848,CHACABUCO 580,"Nueva Córdoba, Córdoba",55,45,2,1,1,25 años,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 110.000,Av colon esquina Rivera indarte,"Centro, Córdoba",,1,4,2,,1 años,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,True,,,,,,,,True,,,,,,,,True,,,Cordoba
$ 250.000, $ 33.000,Rivadavia,"Centro, Córdoba",1,77,,1,2,1 años,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 100.000,Esposos Curie al 1300,"Crisol Norte, Córdoba",60,60,2,1,1,15 años,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,True,,True,,,,,,Cordoba
$ 250.000, $ 65.000,Chacabuco 8,"Centro, Córdoba",40,40,2,1,1,30 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000,,Libertad 1335,"General Paz, Córdoba",24,24,,1,,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 16.500,Avenida Duarte Quirós 2975,"Alto Alberdi, Córdoba",50,50,,1,1,A estrenar,,,,,1,,,,,,True,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,Cordoba
$ 250.000,,José Manuel Estrada 49,"Nueva Córdoba, Córdoba",40,40,2,1,1,30 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 39.000,Caseros 992 Pb,"Alberdi, Córdoba",244,45,2,1,,25 años,,,Muy luminoso,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,True,True,True,Cordoba
$ 250.000, $ 61.100,Av. Poeta Lugones 422,"Nueva Córdoba, Córdoba",50,38,2,1,1,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 53.000,Av. Vélez Sarsfield 940,"Güemes, Córdoba",50,50,3,1,1,20 años,Contrafrente,,Luminoso,,,,True,,,,True,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,True,Cordoba
$ 250.000, $ 42.000,Avenida Poeta Lugones 230,"Nueva Córdoba, Córdoba",45,45,,,,20 años,Contrafrente,,Muy luminoso,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 50.000,Félix Frías 290,"General Paz, Córdoba",60,50,3,1,1,A estrenar,Contrafrente,NO,Muy luminoso,,,,True,,,,True,,,,,,,,,,,,,True,,,,,True,,True,,,,True,,,,True,,,,,,,,Cordoba
$ 250.000, $ 53.000,Av. Vélez Sarsfield 940,"Güemes, Córdoba",50,50,3,1,1,20 años,Contrafrente,,Luminoso,,,,True,,,,True,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,True,Cordoba
$ 250.000,,José Manuel Estrada 49,"Nueva Córdoba, Córdoba",40,40,2,1,1,30 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 42.000,Avenida Poeta Lugones 230,"Nueva Córdoba, Córdoba",45,45,,,,20 años,Contrafrente,,Muy luminoso,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 250.000, $ 16.320,27 de Abril 664,"Centro, Córdoba",40,40,2,1,1,10 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,Cordoba
USD 270, $ 85.000,Obispo Salguero 618,"Nueva Córdoba, Córdoba",38,38,2,1,1,1 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
USD 270, $ 85.000,Obispo Salguero,"Nueva Córdoba, Córdoba",38,38,2,1,1,1 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 34.000,Colombia 69,"Nueva Córdoba, Córdoba",45,45,1,1,1,40 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000,,Congreso  5200,"Villa El Libertador, Córdoba",75,75,3,1,2,2 años,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,Cordoba
$ 260.000, $ 59.000,Poeta Lugones 24,"Nueva Córdoba, Córdoba",44,44,3,1,1,23 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 27.000,San Lorenzo 420,"Nueva Córdoba, Córdoba",,45,1,1,1,40 años,,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,Cordoba
$ 260.000, $ 50,Derqui 48,"Nueva Córdoba, Córdoba",,40,3,1,1,20 años,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 45.000,Tambo Nuevo 185,"San Martín, Córdoba",65,58,3,1,2,20 años,Contrafrente,,Muy luminoso,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 122.000,Pringles 55,"General Paz, Córdoba",55,55,3,1,1,11 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 37.000,Brasil 303,"Güemes, Córdoba",42,42,2,1,1,5 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 61.000,OBISPO SALGUERO 577,"Nueva Córdoba, Córdoba",54,43,3,1,1,27 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000,,Rivera Indarte ,"General Paz, Córdoba",46,36,3,1,1,20 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000,,Av Colon al 600,"Centro, Córdoba",50,45,,1,1,7 años,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000,,Brasil 134,"Nueva Córdoba, Córdoba",1,1,3,1,1,11 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,Cordoba
$ 260.000, $ 52.000,OBISPO TREJO 817,"Nueva Córdoba, Córdoba",,50,2,1,1,15 años,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 45.000,Viamonte 371,"General Paz, Córdoba",43,43,3,1,1,15 años,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,True,,,,True,,,,,,,,Cordoba
$ 260.000, $ 55.000,Pueyredon 250,"Güemes, Córdoba",35,35,3,1,1,30 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 10.000,Eliseo Soaje 1144,"Altos de Vélez Sársfield, Córdoba",35,35,2,1,1,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 75.000,Avenida Manuel Estrada 49,"Nueva Córdoba, Córdoba",40,40,2,1,1,15 años,Frente,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 40.000,calderon de la barca 554,"Alta Córdoba, Córdoba",65,65,2,1,2,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 50.500,Obispo Salguero 439,"Nueva Córdoba, Córdoba",40,40,2,1,1,20 años,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 54.000,Av. Poeta Lugones 422,"Nueva Córdoba, Córdoba",38,38,2,1,1,30 años,Contrafrente,NE,Muy luminoso,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 41.376,Bolivia 81,"Nueva Córdoba, Córdoba",50,44,2,1,1,16 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 45.000,independencia ,"Nueva Córdoba, Córdoba",38,38,4,1,,20 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 55.000,Poeta Lugones 222,"Nueva Córdoba, Córdoba",40,40,2,1,1,30 años,Contrafrente,NO,Luminoso,,,,,,,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 65.000,Balcarce 427,"Nueva Córdoba, Córdoba",45,40,3,1,1,15 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 65.000,Balcarce 427,"Nueva Córdoba, Córdoba",45,40,3,1,1,15 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 40.000,lima 1425,"Patria, Córdoba",,,2,1,1,10 años,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 36.000,NICOLAS AVELLANEDA ,"Cofico, Córdoba",40,40,2,1,1,14 años,Frente,,Muy luminoso,,,,,,,,,,,,,,,,True,,,,,True,,,,,True,,,,,,,,,,,,True,,,,,,Cordoba
$ 260.000, $ 25.000,NEPER 6579,"Córdoba, Córdoba",40,,1,1,1,8 años,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 73.000,illia 431,"Córdoba, Córdoba",,50,2,1,1,15 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 37.000,Brasil 300,"Nueva Córdoba, Córdoba",,,4,1,1,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 40.000,FRUCTUOSO RIVERA 64,"Nueva Córdoba, Córdoba",50,40,2,1,1,20 años,Frente,,Muy luminoso,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 15.000,CASEROS 3183,"Alto Alberdi, Córdoba",39,38,2,1,1,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 59.700,Colon 1750,"Alberdi, Córdoba",45,45,,1,1,5 años,,,,,,,,,,,,,,,True,,,,,,,True,True,True,,True,,,True,,,,True,,True,,,,True,,True,,,,,,Cordoba
$ 260.000, $ 40.000,RAMIREZ DE ARELLANOS 675,"Alta Córdoba, Córdoba",55,50,3,1,2,15 años,Frente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 43.000,Ituzaingó 791,"Nueva Córdoba, Córdoba",,40,2,1,1,35 años,,,Muy luminoso,,,,,,,,,,,,,,,,,,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 26.000,ZIPOLI 371,"Alto Alberdi, Córdoba",50,50,2,1,1,10 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 102.000,Av. Colon 6200,"Quebrada de las Rosas, Córdoba",45,40,2,,1,10 años,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,True,,,,,,,,,,True,,,,,,,,Cordoba
$ 260.000, $ 30.000,Chacabuco 480,"Nueva Córdoba, Córdoba",45,45,2,1,1,30 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 69.000,BV MITRE 517,"Centro, Córdoba",40,40,2,1,1,10 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 37.000,Brasil 303,"Güemes, Córdoba",42,42,2,1,1,5 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 73.000,Velez Sársfield  al 1300,"Güemes, Córdoba",40,40,2,1,1,15 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,Cordoba
$ 260.000,,Illia 612,"Nueva Córdoba, Córdoba",40,40,1,1,1,20 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,Cordoba
$ 260.000,,Santa ANA  al 5700,"Córdoba, Córdoba",,,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 33.000,Ovidio Lagos,"General Paz, Córdoba",1,1,,1,,1 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 50.000,general deheza 669,"General Paz, Córdoba",40,40,2,1,1,20 años,,,,,,,,,True,,,,True,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,True,,Cordoba
$ 260.000, $ 75.000,Avenida Manuel Estrada 49,"Nueva Córdoba, Córdoba",40,40,2,1,1,15 años,Frente,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000,,Av Velez Sarsfield  al 800,"Nueva Córdoba, Córdoba",,,1,1,,15 años,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 48.000,Av. Arturo Illia 684,"Nueva Córdoba, Córdoba",43,40,1,1,1,20 años,,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 7.000,moron 2661,"José Hernández, Córdoba",299,65,4,1,2,30 años,,,Muy luminoso,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,Cordoba
$ 260.000, $ 85.000,duarte quiros 1260,"Alberdi, Córdoba",70,,1,1,1,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,Cordoba
$ 260.000,,G?emes 200,"Las Varillas, Córdoba",120,100,,2,,5 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 47.214,Bv. Illia  375,"Nueva Córdoba, Córdoba",40,40,1,1,1,34 años,Frente,,Muy luminoso,,,,,,,,,,,,,,,,,,,,True,True,,,,,True,,,,,,,,,,,True,,,,,,,Cordoba
$ 260.000, $ 27.000,Lima ,"General Paz, Córdoba",45,43,,1,1,15 años,Contrafrente,,Muy luminoso,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,,,,True,,,,,,,Cordoba
$ 260.000, $ 70.000,Av Colon 4800,"Teodoro Felds, Córdoba",50,50,2,1,1,5 años,,,,,,,,,,,True,,,,,,,,True,,,,True,True,,True,,,,,,,,,,,,,True,,,,,,,,Cordoba
$ 260.000, $ 85.000,duarte quiros 1260,"Alberdi, Córdoba",70,,1,1,1,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,Cordoba
$ 260.000, $ 35.000,Avenida J. M. de Pueyrredón 1300,"Córdoba, Córdoba",55,55,3,1,1,9 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000,,G?emes 200,"Las Varillas, Córdoba",120,100,,2,,5 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 27.000,Lima ,"General Paz, Córdoba",45,43,,1,1,15 años,Contrafrente,,Muy luminoso,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,,,,True,,,,,,,Cordoba
$ 260.000,,Av. Caraffa 2088,"Villa Cabrera, Córdoba",65,60,,2,,14 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,Cordoba
$ 260.000, $ 47.000,Independencia 501,"Nueva Córdoba, Córdoba",48,48,2,1,1,30 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000,,Benito Pérez Galdos,"Zumarán, Córdoba",248,110,4,1,2,20 años,,,Luminoso,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,True,,,,,,True,Cordoba
$ 260.000, $ 24.000,Av. Domingo F. Sarmiento 334,"Centro, Córdoba",350,35,2,1,1,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 37.600,Jeronimo Luis de Cabrera 79,"Cofico, Córdoba",42,,2,1,1,12 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000,,SAN MARTIN 357,"Centro, Villa Carlos Paz",,,1,1,1,2 años,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,True,,,,True,,,,,,,,Cordoba
$ 260.000, $ 45.000,Chacabuco  300 7°,"Centro, Córdoba",45,45,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 50.000,hipolito yrigoyen 195,"Córdoba, Córdoba",45,45,2,1,1,40 años,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000,,Illia 612,"Nueva Córdoba, Córdoba",40,40,1,1,1,20 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 30.000,9 de Julio La Calera Córdoba,"Centro, La Calera",45,40,2,1,1,12 años,Frente,,Muy luminoso,1,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 10.000,Francisco De Quevedo 1149,"Alta Córdoba, Córdoba",50,50,4,1,2,20 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,Cordoba
$ 260.000, $ 35.000,Bv Poniente Umberto Arturo Illia 400,"Córdoba, Córdoba",41,41,2,1,1,25 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000,,Av Velez Sarsfield  al 800,"Nueva Córdoba, Córdoba",,,1,1,,15 años,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 41.500,Av. Pueyrredón 256,"Nueva Córdoba, Córdoba",40,40,1,1,1,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 7.000,moron 2661,"José Hernández, Córdoba",299,65,4,1,2,30 años,,,Muy luminoso,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,Cordoba
$ 260.000,,Bv. San Juan  al 800,"Alberdi, Córdoba",43,43,2,1,1,30 años,Frente,N,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,Cordoba
$ 260.000, $ 75.000,Avenida Manuel Estrada 49,"Nueva Córdoba, Córdoba",40,40,2,1,1,15 años,Frente,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cordoba
