precio,direccion,localidad,superficie_total,superficie_cubierta,cantidad_de_ambiente,cantidad_de_dormitorios,antiguedad,disposicion,orientacion,luminosidad,cantidad_de_cocheras,estado_general,amoblado,cancha_deportes,cocina_equipada,frigobar,lavarropas,lavavajillas,microondas,quincho,sum,sauna,secarropas,termotanque,ascensor,internet,laundry,servicio_de_limpieza,balcon,dependencia_servicio,dormitorio_en_suite,jardin,lavadero,patio,terraza,apto_profesional,gimnasio,hidromasaje,parrilla,permite_mascotas,pileta,sala_de_juegos,solarium,uso_comercial,amoblado.1,acceso_movilidad_reducida,provincia,banios,seguridad,climatizacion,precio_m2,precio_m2_cubierto,precio_m2_medio,precio_m2_cubierto_medio,precio_medio,precio_m2_medio_prov,precio_m2_cubierto_medio_prov
1500,Barrio El Carmencito,"El Carmencito, Guillermo Hudson",605,188,4,3,0,0,0,Muy luminoso,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,Zona Sur (GBA),2.5,0.0,0.0,2.479338842975207,7.9787234042553195,5.921782402301884,10.721450282240555,16950.659369202225,210.73119244210721,435.193079064893
1300,Casa En Alquiler En El Carmencito Lote / N° 0,"El Carmencito, Guillermo Hudson",260,260,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),1.0,0.75,0.0,5.0,5.0,5.921782402301884,10.721450282240555,16950.659369202225,210.73119244210721,435.193079064893
1000,61 y ,"El Carmencito, Guillermo Hudson",150,150,3,2,0,0,0,Muy luminoso,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,Zona Sur (GBA),1.0,0.75,0.0,6.666666666666667,6.666666666666667,5.921782402301884,10.721450282240555,16950.659369202225,210.73119244210721,435.193079064893
700,Calle 132 n3253,"El Carmencito, Guillermo Hudson",75,75,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),1.0,0.0,0.0,9.333333333333334,9.333333333333334,5.921782402301884,10.721450282240555,16950.659369202225,210.73119244210721,435.193079064893
600,"COLECTORA AUTOPISTA LA PLATA BS AS KM 35,","El Carmencito, Guillermo Hudson",70,70,2,1,2,Frente,0,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),1.0,0.0,0.0,8.571428571428571,8.571428571428571,5.921782402301884,10.721450282240555,16950.659369202225,210.73119244210721,435.193079064893
3800,El Encuentro,"El Encuentro, General Pacheco",1100,270,7,4,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,Zona Note (GBA),4.5,0.75,0.8300000000000001,3.4545454545454546,14.074074074074074,5.75786343121824,11.854166368570931,20725.79965979966,50.2740133069307,397.23216854773284
3800,Barrio El Encuentro,"El Encuentro, General Pacheco",900,300,6,4,0,0,E,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Note (GBA),4.5,0.0,0.0,4.222222222222222,12.666666666666666,5.75786343121824,11.854166368570931,20725.79965979966,50.2740133069307,397.23216854773284
2900,El Encuentro: Moderna y Canchera,"El Encuentro, General Pacheco",1149,264,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Note (GBA),2.5,0.0,0.0,2.5239338555265447,10.984848484848484,5.75786343121824,11.854166368570931,20725.79965979966,50.2740133069307,397.23216854773284
2600,El Encuentro,"El Encuentro, General Pacheco",982,231,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0.0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,Zona Note (GBA),3.0,0.75,0.8300000000000001,2.6476578411405294,11.255411255411255,5.75786343121824,11.854166368570931,20725.79965979966,50.2740133069307,397.23216854773284
2600,Bº El Encuentro,"El Encuentro, General Pacheco",982,232,6,4,9,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Zona Note (GBA),3.5,0.0,0.33,2.6476578411405294,11.206896551724139,5.75786343121824,11.854166368570931,20725.79965979966,50.2740133069307,397.23216854773284
2600,Barrio el Encuentro,"El Encuentro, General Pacheco",1000,232,5,4,0,0,N,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Note (GBA),2.5,0.0,0.0,2.6,11.206896551724139,5.75786343121824,11.854166368570931,20725.79965979966,50.2740133069307,397.23216854773284
2600,Casa en Alquiler / Venta. Barrio el Encuentro,"El Encuentro, General Pacheco",1062,260,6,3,8,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,Zona Note (GBA),5.5,0.75,0.5,2.4482109227871938,10.0,5.75786343121824,11.854166368570931,20725.79965979966,50.2740133069307,397.23216854773284
2500,Bº El Encuentro,"El Encuentro, General Pacheco",1062,260,6,4,9,0,0,Muy luminoso,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,Zona Note (GBA),3.5,0.75,0.5,2.354048964218456,9.615384615384615,5.75786343121824,11.854166368570931,20725.79965979966,50.2740133069307,397.23216854773284
1500,Rp 25 Lote / N° 100,"El Naudir, El Cazador",850,200,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Zona Note (GBA),3.0,0.75,0.33,1.7647058823529411,7.5,3.0763401330656683,7.094527772481178,20725.79965979966,50.2740133069307,397.23216854773284
1350,El Naudir - Escobar,"El Naudir, El Cazador",800,800,5,3,0,0,0,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Zona Note (GBA),3.5,0.0,0.5,1.6875,1.6875,3.0763401330656683,7.094527772481178,20725.79965979966,50.2740133069307,397.23216854773284
1340,Ruta Lote / N° 25,"El Naudir, El Cazador",900,205,4,3,0,0,N,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Zona Note (GBA),3.0,0.75,0.33,1.488888888888889,6.536585365853658,3.0763401330656683,7.094527772481178,20725.79965979966,50.2740133069307,397.23216854773284
1300,El Naudir Lote / N° 0,"El Naudir, El Cazador",780,206,4,3,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,Zona Note (GBA),3.0,1.25,0.33,1.6666666666666667,6.310679611650485,3.0763401330656683,7.094527772481178,20725.79965979966,50.2740133069307,397.23216854773284
1300,El Naudir,"El Naudir, El Cazador",784,242,5,3,0,0,0,Muy luminoso,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,Zona Note (GBA),4.0,0.75,0.0,1.6581632653061225,5.371900826446281,3.0763401330656683,7.094527772481178,20725.79965979966,50.2740133069307,397.23216854773284
1300,Naudir,"El Naudir, El Cazador",853,151,4,3,0,0,SO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Zona Note (GBA),4.0,0.75,0.0,1.5240328253223916,8.609271523178808,3.0763401330656683,7.094527772481178,20725.79965979966,50.2740133069307,397.23216854773284
1300,El Naudir,"El Naudir, El Cazador",853,151,5,4,0,0,NE,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,Zona Note (GBA),3.0,0.0,0.5,1.5240328253223916,8.609271523178808,3.0763401330656683,7.094527772481178,20725.79965979966,50.2740133069307,397.23216854773284
1300,Naudir,"El Naudir, El Cazador",1019,184,5,3,0,0,NE,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Note (GBA),2.0,0.75,0.0,1.2757605495583906,7.065217391304348,3.0763401330656683,7.094527772481178,20725.79965979966,50.2740133069307,397.23216854773284
1300,Casa  en Venta/alquiler  5 Ambientes Barrio Naudir Aguas Privadas,"El Naudir, El Cazador",1019,184,5,3,0,0,N,Muy luminoso,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,Zona Note (GBA),3.5,0.75,0.33,1.2757605495583906,7.065217391304348,3.0763401330656683,7.094527772481178,20725.79965979966,50.2740133069307,397.23216854773284
1300,El Naudir Lote / N° 0,"El Naudir, El Cazador",850,175,5,4,0,0,NE,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,Zona Note (GBA),4.0,0.75,0.33,1.5294117647058822,7.428571428571429,3.0763401330656683,7.094527772481178,20725.79965979966,50.2740133069307,397.23216854773284
1300,Casa en Venta /alquiler 4 Ambientes  Naudir,"El Naudir, El Cazador",1019,184,4,3,0,0,NE,Muy luminoso,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,Zona Note (GBA),3.5,0.75,0.33,1.2757605495583906,7.065217391304348,3.0763401330656683,7.094527772481178,20725.79965979966,50.2740133069307,397.23216854773284
1250,Casa en Alquiler Barrio Naudir a la Laguna,"El Naudir, El Cazador",853,205,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Zona Note (GBA),2.5,0.75,0.5,1.4654161781946073,6.097560975609756,3.0763401330656683,7.094527772481178,20725.79965979966,50.2740133069307,397.23216854773284
1100,El Naudir Lote / N° 0,"El Naudir, El Cazador",798,222,4,3,0,0,N,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,Zona Note (GBA),3.0,0.75,0.33,1.3784461152882206,4.954954954954955,3.0763401330656683,7.094527772481178,20725.79965979966,50.2740133069307,397.23216854773284
1100,El Naudir,"El Naudir, El Cazador",729,157,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Note (GBA),3.5,0.0,0.0,1.5089163237311385,7.006369426751593,3.0763401330656683,7.094527772481178,20725.79965979966,50.2740133069307,397.23216854773284
1100,Barrio El Naudir - Aguas Privadas,"El Naudir, El Cazador",729,157,4,3,0,0,SO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,Zona Note (GBA),3.5,0.0,0.0,1.5089163237311385,7.006369426751593,3.0763401330656683,7.094527772481178,20725.79965979966,50.2740133069307,397.23216854773284
1000,Barrio El Naudir 54,"El Naudir, El Cazador",793,143,4,3,0,0,N,Muy luminoso,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,Zona Note (GBA),2.5,0.75,0.8300000000000001,1.2610340479192939,6.993006993006993,3.0763401330656683,7.094527772481178,20725.79965979966,50.2740133069307,397.23216854773284
1200,Casa en Alquiler y Venta Naudir Aguas Privadas,"El Naudir, El Cazador",800,160,5,3,0,0,0,Muy luminoso,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,Zona Note (GBA),2.5,0.75,0.0,1.5,7.5,3.0763401330656683,7.094527772481178,20725.79965979966,50.2740133069307,397.23216854773284
1100,Casa a Estrenar en El Naudir,"El Naudir, El Cazador",796,169,5,3,0,0,SO,Muy luminoso,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,Zona Note (GBA),2.5,0.75,0.33,1.3819095477386936,6.508875739644971,3.0763401330656683,7.094527772481178,20725.79965979966,50.2740133069307,397.23216854773284
1200,Nordelta el Palmar Chateau 1 1000,"El Palmar, Nordelta",100,93,4,3,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,Zona Note (GBA),2.0,0.75,0.8300000000000001,12.0,12.903225806451612,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
1200,Avenida de los Lagos 3100,"El Palmar, Nordelta",100,85,3,2,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,Zona Note (GBA),2.0,0.75,0.8300000000000001,12.0,14.117647058823529,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
1150,Departamento en Alquiler en El Palmar 2 dormitorios Nordelta 100,"El Palmar, Nordelta",82,82,3,2,8,Contrafrente,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,Zona Note (GBA),2.0,0.0,0.0,14.024390243902438,14.024390243902438,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
1000,JARDINES DEL PALMAR 400,"El Palmar, Nordelta",113,77,3,2,0,Frente,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Zona Note (GBA),2.0,0.0,0.5,8.849557522123893,12.987012987012987,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
1000,Chateau del Palmar II 0,"El Palmar, Nordelta",105,92,4,3,0,Frente,NO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Zona Note (GBA),2.0,0.0,0.0,9.523809523809524,10.869565217391305,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
1000,el palmar,"El Palmar, Nordelta",100,75,3,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Note (GBA),2.0,0.0,0.0,10.0,13.333333333333334,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
950,Insignia El Palmar,"El Palmar, Nordelta",71,57,3,2,0,Interno,N,Muy luminoso,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0.0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,Zona Note (GBA),1.0,0.75,0.33,13.380281690140846,16.666666666666668,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
900,El Palmar 1,"El Palmar, Nordelta",85,85,3,2,0,Frente,0,Muy luminoso,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,Zona Note (GBA),2.0,0.75,0.5,10.588235294117647,10.588235294117647,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
900,Departamento de 3 Ambientes con Terraza y Parrilla en Alquiler en Jardines del Palmar,"El Palmar, Nordelta",77,77,3,2,0,Contrafrente,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,Zona Note (GBA),2.5,0.0,0.5,11.688311688311689,11.688311688311689,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
900,Av De Los Lagos Lote / N° 0,"El Palmar, Nordelta",58,50,3,2,5,Frente,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,Zona Note (GBA),1.0,0.75,0.0,15.517241379310345,18.0,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
900,Dpto en Alquiler 3 Ambientes con Jardin  Homes 2 El Palmar Nordelta,"El Palmar, Nordelta",75,75,3,2,13,Interno,0,Muy luminoso,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Zona Note (GBA),1.5,0.75,0.5,12.0,12.0,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
800,El Palmar Nordelta Edificios Zerena 1,"El Palmar, Nordelta",75,75,3,2,10,Contrafrente,NE,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,Zona Note (GBA),2.0,0.75,0.5,10.666666666666666,10.666666666666666,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
800,Vista LA Lago y Venta Amoblado  Duplex del Lago Condominium con Terraza  Propia.,"El Palmar, Nordelta",100,54,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Note (GBA),1.5,0.0,0.0,8.0,14.814814814814815,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
800,EL PALMAR NORDELTA ,"El Palmar, Nordelta",118,90,2,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Note (GBA),0.0,0.0,0.0,6.779661016949152,8.88888888888889,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
800,av de los lagos 3100,"El Palmar, Nordelta",79,75,3,2,10,Frente,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Note (GBA),2.0,0.0,0.0,10.126582278481013,10.666666666666666,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
790,El Palmar Insignia al 100,"El Palmar, Nordelta",60,58,3,2,10,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,Zona Note (GBA),1.0,0.75,0.5,13.166666666666666,13.620689655172415,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
790,El Palmar 0,"El Palmar, Nordelta",58,58,3,2,8,Frente,E,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Zona Note (GBA),1.0,0.0,0.5,13.620689655172415,13.620689655172415,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
790,Departamento en Venta con Jardín - 3 AMB - El Palmar Nordelta,"El Palmar, Nordelta",95,67,3,2,10,Frente,NE,Muy luminoso,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,Zona Note (GBA),1.5,0.75,0.5,8.31578947368421,11.791044776119403,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
770,Infinity - Edificio 2 0,"El Palmar, Nordelta",104,77,3,2,10,Contrafrente,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Note (GBA),2.0,0.0,0.5,7.403846153846154,10.0,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
750,Departamento en Alquiler de 3 Ambientes | Infinity El Palmar | Nordelta,"El Palmar, Nordelta",93,77,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Zona Note (GBA),2.0,0.75,0.5,8.064516129032258,9.74025974025974,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
750,Alquiler Departamento 2  1/2 amb Barrio El Palmar Nordelta,"El Palmar, Nordelta",95,90,2,1,10,Frente,NE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Note (GBA),1.5,0.0,0.0,7.894736842105263,8.333333333333334,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
850,Palmar nordelta 100,"El Palmar, Nordelta",158,75,3,2,1,Lateral,NO,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Zona Note (GBA),3.0,0.0,0.0,5.379746835443038,11.333333333333334,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
850,Avenida de los lagos ,"El Palmar, Nordelta",179,89,3,2,10,0,0,Muy luminoso,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,Zona Note (GBA),2.5,0.75,0.5,4.748603351955308,9.55056179775281,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
1100,Departamento en Alquiler 2 Ambientes Amoblado | El Palmar Nordelta,"El Palmar, Nordelta",105,65,2,1,8,Frente,NE,Muy luminoso,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,Zona Note (GBA),1.0,0.75,0.5,10.476190476190476,16.923076923076923,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
600,Av. de los Lagos,"El Palmar, Nordelta",48,45,2,1,10,Frente,NE,Muy luminoso,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Zona Note (GBA),1.0,0.75,0.8300000000000001,12.5,13.333333333333334,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
480,Zerena I 0,"El Palmar, Nordelta",70,55,2,1,0,Frente,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Note (GBA),2.0,0.0,0.0,6.857142857142857,8.727272727272727,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
600,Condominium DEL Lago EL Palmar  Nordelta,"El Palmar, Nordelta",60,45,2,1,15,Contrafrente,E,Muy luminoso,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,Zona Note (GBA),1.0,0.75,0.8300000000000001,10.0,13.333333333333334,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
600,av nordelta 4000,"El Palmar, Nordelta",50,48,2,1,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Note (GBA),1.0,0.75,0.5,12.0,12.5,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
740,INFINITY EL PALMAR 100,"El Palmar, Nordelta",93,77,3,2,7,Frente,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,Zona Note (GBA),2.0,0.0,0.5,7.956989247311828,9.61038961038961,9.985830022776698,11.99059889997696,20725.79965979966,50.2740133069307,397.23216854773284
1800,Barrio el rocio,"El Rocío, Canning",708,500,5,4,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),1.5,0.0,0.0,2.542372881355932,3.6,1.8164182388164405,4.790669515669515,16950.659369202225,210.73119244210721,435.193079064893
1350,Sargento Cabral al 3400,"El Rocío, Canning",880,260,6,4,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zona Sur (GBA),3.5,0.0,0.0,1.5340909090909092,5.1923076923076925,1.8164182388164405,4.790669515669515,16950.659369202225,210.73119244210721,435.193079064893
1300,Sargento Cabral 3450,"El Rocío, Canning",660,270,5,3,15,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Zona Sur (GBA),3.5,0.0,0.5,1.9696969696969697,4.814814814814815,1.8164182388164405,4.790669515669515,16950.659369202225,210.73119244210721,435.193079064893
1000,Sgto. Cabral 3491,"El Rocío, Canning",820,180,6,3,20,0,0,Muy luminoso,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,Zona Sur (GBA),2.5,0.0,0.66,1.2195121951219512,5.555555555555555,1.8164182388164405,4.790669515669515,16950.659369202225,210.73119244210721,435.193079064893
185000,Escribano Vazquez 3550 ,"El Venado II, Canning",590,150,4,3,9,0,0,Muy luminoso,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,Zona Sur (GBA),3.5,0.0,0.0,313.5593220338983,1233.3333333333333,253.97490844982795,520.2395212590859,16950.659369202225,210.73119244210721,435.193079064893
155000,Escribano Francisco Vazquez 3550,"El Venado II, Canning",400,200,5,4,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,Zona Sur (GBA),3.0,0.0,0.5,387.5,775.0,253.97490844982795,520.2395212590859,16950.659369202225,210.73119244210721,435.193079064893
