precio,direccion,localidad,superficie_total,superficie_cubierta,cantidad_de_ambiente,cantidad_de_dormitorios,antiguedad,disposicion,orientacion,luminosidad,cantidad_de_cocheras,estado_general,amoblado,cancha_deportes,cocina_equipada,frigobar,lavarropas,lavavajillas,microondas,quincho,sum,sauna,secarropas,termotanque,ascensor,internet,laundry,servicio_de_limpieza,balcon,dependencia_servicio,dormitorio_en_suite,jardin,lavadero,patio,terraza,apto_profesional,gimnasio,hidromasaje,parrilla,permite_mascotas,pileta,sala_de_juegos,solarium,uso_comercial,amoblado.1,acceso_movilidad_reducida,provincia,banios,seguridad,climatizacion,precio_m2,precio_m2_cubierto,precio_m2_medio,precio_m2_cubierto_medio,precio_medio,precio_m2_medio_prov,precio_m2_cubierto_medio_prov
30,Italia  2500 - Cochera Nº03,"Abasto, Rosario",12,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0.0,0.0,0.0,2.5,2.5,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
35,Corrientes 2200 - Cochera Nº 08,"Abasto, Rosario",15,15,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0.0,0.0,0.0,2.3333333333333335,2.3333333333333335,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
35,Corrientes 2200 - Cochera Nº 07,"Abasto, Rosario",15,15,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0.0,0.0,0.0,2.3333333333333335,2.3333333333333335,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
75,Riobamba  1349,"Abasto, Rosario",25,25,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,3.0,3.0,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
95,Ituzaingó  al 1500,"Abasto, Rosario",22,22,1,1,25,Interno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,4.318181818181818,4.318181818181818,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
110,Ituzaingo  al 1575,"Abasto, Rosario",35,35,2,1,30,Frente,N,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,3.142857142857143,3.142857142857143,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
120,Paraguay al 1800,"Abasto, Rosario",20,20,1,1,5,Contrafrente,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,6.0,6.0,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
120,Corrientes  al 1700,"Abasto, Rosario",18,18,1,1,38,Contrafrente,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,6.666666666666667,6.666666666666667,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
130,Mitre 1747,"Abasto, Rosario",25,25,1,1,14,Contrafrente,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,5.2,5.2,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
130,Buenos Aires  al 2500,"Abasto, Rosario",30,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,4.333333333333333,4.333333333333333,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
130,Cochabamba 1333,"Abasto, Rosario",28,26,1,1,5,Frente,N,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,4.642857142857143,5.0,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
137,Juan Manuel de Rosas  al 2032 01-07,"Abasto, Rosario",23,23,1,1,20,Contrafrente,O,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.8300000000000001,5.956521739130435,5.956521739130435,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
140,Ituzango 776,"Abasto, Rosario",42,38,2,1,60,Frente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,3.3333333333333335,3.6842105263157894,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
140,Paraguay 1988,"Abasto, Rosario",25,25,1,1,10,Frente,E,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0.0,0.0,0.0,5.6,5.6,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
150,Ituzaingo al 1800,"Abasto, Rosario",28,28,1,1,0,Contrafrente,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,5.357142857142857,5.357142857142857,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
160,COCHABAMBA 1379,"Abasto, Rosario",34,34,1,1,2,Frente,N,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,4.705882352941177,4.705882352941177,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
160,BUENOS AIRES 2023,"Abasto, Rosario",35,35,2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,4.571428571428571,4.571428571428571,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
160,Pasco al 1100,"Abasto, Rosario",47,30,1,1,0,Contrafrente,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,3.404255319148936,5.333333333333333,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
160,Presidente Roca 1872,"Abasto, Rosario",28,25,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,5.714285714285714,6.4,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
160,Italia al 1800,"Abasto, Rosario",37,36,1,1,8,Frente,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,4.324324324324325,4.444444444444445,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
160,La Paz al 1400,"Abasto, Rosario",50,50,3,2,43,Interno,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,3.2,3.2,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
160,Montevideo 1500,"Abasto, Rosario",37,34,2,1,39,Frente,N,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,4.324324324324325,4.705882352941177,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
165,Cerrito  al 900,"Abasto, Rosario",50,50,2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,3.3,3.3,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
165,Cerrito  al 900,"Abasto, Rosario",50,50,2,1,15,Frente,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,3.3,3.3,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
170,Italia al 2600,"Abasto, Rosario",30,30,1,1,5,Frente,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,5.666666666666667,5.666666666666667,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
180,1° de Mayo 2511,"Abasto, Rosario",34,30,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,5.294117647058823,6.0,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
180,Corrientes 909,"Abasto, Rosario",38,38,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,4.7368421052631575,4.7368421052631575,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
180,Cerrito 1100. PA,"Abasto, Rosario",30,30,1,1,20,Frente,E,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Santa Fe,1.0,0.0,0.0,6.0,6.0,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
180,Dorrego  al 2008,"Abasto, Rosario",35,35,2,1,32,Frente,E,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,5.142857142857143,5.142857142857143,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
180,Boulevard 27 de Febrero 1475,"Abasto, Rosario",45,45,3,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,4.0,4.0,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
190,corrientes 2145,"Abasto, Rosario",45,45,3,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,4.222222222222222,4.222222222222222,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
195,Buenos Aires al 1800,"Abasto, Rosario",38,34,1,1,9,Frente,E,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,5.131578947368421,5.735294117647059,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
200,Corrientes 2400,"Abasto, Rosario",34,30,1,1,3,Frente,E,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,5.882352941176471,6.666666666666667,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
210,Cochabamba 600,"Abasto, Rosario",40,40,3,1,40,Frente,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.5,5.25,5.25,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
220,Corrientes 2145,"Abasto, Rosario",55,55,3,2,47,Interno,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,4.0,4.0,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
220,Entre Rios 1964,"Abasto, Rosario",42,42,2,1,8,Frente,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Santa Fe,1.0,0.0,0.0,5.238095238095238,5.238095238095238,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
220,Pasco 300. Entre Alem y Ayacucho,"Abasto, Rosario",49,49,2,1,0,Frente,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0.0,0.0,0.0,4.489795918367347,4.489795918367347,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
220,Pasaje Midleton 2088,"Abasto, Rosario",70,70,4,2,40,Frente,E,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,3.142857142857143,3.142857142857143,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
220,Ayacucho 1865,"Abasto, Rosario",60,40,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,3.0,0.0,0.0,3.6666666666666665,5.5,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
225,Paraguay  al 2100,"Abasto, Rosario",40,40,2,1,15,Frente,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,5.625,5.625,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
230,Paraguay  2200,"Abasto, Rosario",45,45,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,5.111111111111111,5.111111111111111,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
230,Italia  al 2100,"Abasto, Rosario",62,62,3,2,49,Frente,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,3.7096774193548385,3.7096774193548385,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
240,San Martin 1860,"Abasto, Rosario",78,70,5,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,0.0,0.0,0.0,3.076923076923077,3.4285714285714284,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
240,ITALIA 1600,"Abasto, Rosario",56,52,3,2,35,Contrafrente,E,Muy luminoso,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.33,4.285714285714286,4.615384615384615,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
240,San Martin 1860,"Abasto, Rosario",65,60,4,2,19,Interno,0,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,3.6923076923076925,4.0,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
245,Ituzaingó 1482,"Abasto, Rosario",44,44,3,1,15,Frente,NE,Muy luminoso,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,5.568181818181818,5.568181818181818,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
250,PARAGUAY 2225,"Abasto, Rosario",45,45,2,1,3,Contrafrente,E,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,5.555555555555555,5.555555555555555,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
250,La Paz,"Abasto, Rosario",56,56,4,2,50,0,0,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,4.464285714285714,4.464285714285714,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
250,Sarmiento 1925 (9 - A),"Abasto, Rosario",50,37,1,1,6,Frente,O,Muy luminoso,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,5.0,6.756756756756757,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
250,Ituzaingó ,"Abasto, Rosario",60,60,3,2,45,Frente,E,Luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,4.166666666666667,4.166666666666667,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
250,Paraguay 2008,"Abasto, Rosario",47,42,4,1,29,Frente,E,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,5.319148936170213,5.9523809523809526,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
250,Cochabamba 1500,"Abasto, Rosario",45,45,2,1,15,0,0,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Santa Fe,0.5,0.5,0.0,5.555555555555555,5.555555555555555,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
260,Paraguay  2300 09°,"Abasto, Rosario",57,52,2,1,0,Frente,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.33,4.56140350877193,5.0,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
260,Maipu  2100,"Abasto, Rosario",35,35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,7.428571428571429,7.428571428571429,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
260,Cerrito al 961 Piso 5,"Abasto, Rosario",47,43,2,1,10,Frente,S,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.8300000000000001,5.531914893617022,6.046511627906977,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
280,Av. Pellegrini 734,"Abasto, Rosario",50,50,3,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,5.6,5.6,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
290,Laprida 2098 P. 3 Dto. 2,"Abasto, Rosario",44,44,2,1,3,0,0,Muy luminoso,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,6.590909090909091,6.590909090909091,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
310,Mitre al 1700,"Abasto, Rosario",60,56,4,2,47,Frente,E,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,5.166666666666667,5.535714285714286,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
320,San Martin al 2100,"Abasto, Rosario",60,60,3,2,40,Interno,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,2.0,0.0,0.0,5.333333333333333,5.333333333333333,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
320,Laprida 1894,"Abasto, Rosario",162,62,3,2,18,Frente,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,1.9753086419753085,5.161290322580645,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
340,Cerrito 807 rosario,"Abasto, Rosario",65,50,3,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,5.230769230769231,6.8,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
350,Viamonte  1100,"Abasto, Rosario",100,65,2,1,50,Interno,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.33,3.5,5.384615384615385,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
350,Riobamba 1383,"Abasto, Rosario",100,45,3,1,30,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,Santa Fe,1.0,0.5,0.0,3.5,7.777777777777778,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
350,Urquiza 1046 6to,"Abasto, Rosario",75,75,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,4.666666666666667,4.666666666666667,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
360,Sarmiento 2185,"Abasto, Rosario",77,77,3,2,25,0,0,Muy luminoso,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,4.675324675324675,4.675324675324675,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
395,RIOBAMBA 1088,"Abasto, Rosario",90,90,5,1,30,0,0,Muy luminoso,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,4.388888888888889,4.388888888888889,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
400,Paraguay  al 2300,"Abasto, Rosario",57,57,2,1,0,Frente,O,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,Santa Fe,1.0,0.5,0.0,7.017543859649122,7.017543859649122,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
420,Viamonte al 500,"Abasto, Rosario",70,70,5,2,15,Frente,N,Muy luminoso,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,2.0,0.75,0.33,6.0,6.0,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
420,Corrientes 2179,"Abasto, Rosario",105,73,6,3,30,Frente,O,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.5,0.0,0.0,4.0,5.7534246575342465,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
420,La Paz al 1100,"Abasto, Rosario",80,80,4,2,30,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Santa Fe,1.0,0.0,0.0,5.25,5.25,4.688728507535508,5.088600277021505,1930.6040579710145,21.379865753914114,24.108624119867923
