provincia,localidad,cantidad_de_ambiente,precio_medio,precio_m2_cubierto_medio_localidad,precio_m2_cubierto_medio_prov
Cordoba,"Alta Córdoba, Córdoba",2,325.88235294117646,6.827428516414749,16.418871854486028
Cordoba,"Alta Córdoba, Córdoba",3,325.4166666666667,5.466692264473028,16.418871854486028
Cordoba,"Alta Córdoba, Córdoba",1,346.0,7.389340028694404,16.418871854486028
Cordoba,"Alta Córdoba, Córdoba",4,316.25,5.154982943469785,16.418871854486028
Cordoba,"Alta Córdoba, Córdoba",5,550.0,4.866071428571429,16.418871854486028
Cordoba,"Alta Córdoba, Córdoba",6,444.5,4.229122807017544,16.418871854486028
Cordoba,"Alta Córdoba, Córdoba",7,390.0,6.724137931034483,16.418871854486028
Cordoba,"Alta Córdoba, Córdoba",8,700.0,2.75,16.418871854486028
Cordoba,"Alto Alberdi, Córdoba",1,217.77777777777777,7.318689917281467,16.418871854486028
Cordoba,"Alto Alberdi, Córdoba",2,280.5,5.834917045969678,16.418871854486028
Cordoba,"Alto Alberdi, Córdoba",3,349.0,35.118518607649044,16.418871854486028
Cordoba,"Alto Alberdi, Córdoba",4,290.0,5.8,16.418871854486028
Cordoba,"Alto Alberdi, Córdoba",5,475.0,6.676587301587302,16.418871854486028
Cordoba,"Alto Verde, Córdoba",2,500.0,10.0,16.418871854486028
Cordoba,"Alto Verde, Córdoba",6,1000.0,3.3333333333333335,16.418871854486028
Cordoba,"Alto Verde, Córdoba",7,480.0,4.8,16.418871854486028
Cordoba,"Alto Verde, Córdoba",4,1085.0,8.794871794871796,16.418871854486028
Cordoba,"Alto Verde, Córdoba",5,1400.0,7.5675675675675675,16.418871854486028
Zona Oeste (GBA),"Altos del Sol, Villa Udaondo",4,2414.285714285714,13.759363593922417,18.996720884600585
Zona Oeste (GBA),"Altos del Sol, Villa Udaondo",5,1800.0,9.305555555555555,18.996720884600585
Zona Oeste (GBA),"Altos del Sol, Villa Udaondo",6,1850.0,7.4147727272727275,18.996720884600585
Zona Norte (GBA),"Araucarias, El Cazador",5,1537.5,8.722760695187166,12.133321183116772
Zona Norte (GBA),"Araucarias, El Cazador",4,1441.6666666666667,8.68514192615989,12.133321183116772
Zona Norte (GBA),"Araucarias, El Cazador",6,1400.0,8.9171974522293,12.133321183116772
Zona Norte (GBA),"Arboris Laslomas, San Isidro",5,2300.0,18.4,12.133321183116772
Zona Norte (GBA),"Arboris Laslomas, San Isidro",2,740.0,14.08087027914614,12.133321183116772
Zona Norte (GBA),"Arboris Laslomas, San Isidro",1,975.0,13.928571428571427,12.133321183116772
Zona Norte (GBA),"Arboris Laslomas, San Isidro",3,2000.0,20.0,12.133321183116772
Cordoba,"Argüello, Córdoba",4,624.0,4.580262902066474,16.418871854486028
Cordoba,"Argüello, Córdoba",5,767.1428571428571,4.9854172438206055,16.418871854486028
Cordoba,"Argüello, Córdoba",1,200.0,6.666666666666667,16.418871854486028
Cordoba,"Argüello, Córdoba",2,320.0,7.115742861505574,16.418871854486028
Cordoba,"Argüello, Córdoba",3,697.5,5.53337704508555,16.418871854486028
Cordoba,"Argüello, Córdoba",6,950.0,3.8,16.418871854486028
Cordoba,"Argüello, Córdoba",10,2000.0,5.042016806722689,16.418871854486028
Santa Fe,"Arroyito, Rosario",5,100.0,2.2222222222222223,8.711410816835214
Santa Fe,"Arroyito, Rosario",2,191.66666666666666,4.6739054844318,8.711410816835214
Santa Fe,"Arroyito, Rosario",1,173.33333333333334,6.959098228663446,8.711410816835214
Santa Fe,"Arroyito, Rosario",4,325.0,3.592857142857143,8.711410816835214
Santa Fe,"Arroyito, Rosario",3,260.0,5.246527777777778,8.711410816835214
Zona Sur (GBA),"Avellaneda, Avellaneda",4,566.6666666666666,7.314814814814814,18.825498964718964
Zona Sur (GBA),"Avellaneda, Avellaneda",3,478.1764705882353,8.237418755310719,18.825498964718964
Zona Sur (GBA),"Avellaneda, Avellaneda",2,341.57894736842104,7.50169203805421,18.825498964718964
Zona Sur (GBA),"Avellaneda, Avellaneda",1,205.0,55.967592592592595,18.825498964718964
Zona Norte (GBA),"Ayres de Pilar, Manuel Alberti",5,3216.6666666666665,8.831929237631792,12.133321183116772
Zona Norte (GBA),"Ayres de Pilar, Manuel Alberti",7,3800.0,13.768115942028986,12.133321183116772
Zona Norte (GBA),"Ayres de Pilar, Manuel Alberti",8,3275.0,8.576373882886488,12.133321183116772
Zona Norte (GBA),"Ayres de Pilar, Manuel Alberti",4,2800.0,10.0,12.133321183116772
Zona Norte (GBA),"Ayres de Pilar, Manuel Alberti",6,2650.0,8.804003535329755,12.133321183116772
Neuquen,"Añelo, Neuquen",2,1425.0,39.84375,22.406426324206574
Neuquen,"Añelo, Neuquen",4,1250.0,12.5,22.406426324206574
Neuquen,"Añelo, Neuquen",1,600.0,6.0,22.406426324206574
Neuquen,"Añelo, Neuquen",7,505.0,7.092253521126761,22.406426324206574
Zona Norte (GBA),"Bahía Grande, Nordelta",3,1125.0,14.362706424074565,12.133321183116772
Zona Norte (GBA),"Bahía Grande, Nordelta",2,1026.4285714285713,17.89527456008864,12.133321183116772
Zona Norte (GBA),"Bahía Grande, Nordelta",1,837.5,16.240683229813666,12.133321183116772
Zona Sur (GBA),"Banfield, Lomas de Zamora",2,344.3333333333333,8.265571860138722,18.825498964718964
Zona Sur (GBA),"Banfield, Lomas de Zamora",4,658.75,197.30676328502415,18.825498964718964
Zona Sur (GBA),"Banfield, Lomas de Zamora",3,456.1111111111111,43.64503142664062,18.825498964718964
Zona Sur (GBA),"Banfield, Lomas de Zamora",1,304.9375,23.076487707285406,18.825498964718964
Zona Norte (GBA),"Barbarita, General Pacheco",5,2437.5,11.76674242764796,12.133321183116772
Zona Norte (GBA),"Barbarita, General Pacheco",4,2470.0,367.22294867603796,12.133321183116772
Zona Norte (GBA),"Barrancas de Santa María, General Pacheco",3,1900.0,9.5,12.133321183116772
Zona Norte (GBA),"Barrancas de Santa María, General Pacheco",6,1625.0,6.923766816143498,12.133321183116772
Zona Norte (GBA),"Barrancas de Santa María, General Pacheco",4,1800.0,8.65909090909091,12.133321183116772
Zona Norte (GBA),"Barrancas de Santa María, General Pacheco",5,1500.0,6.409090909090909,12.133321183116772
Zona Norte (GBA),"Barrancas del Lago, Nordelta",5,2813.3333333333335,8.567532818526644,12.133321183116772
Zona Norte (GBA),"Barrancas del Lago, Nordelta",7,2830.0,8.95952380952381,12.133321183116772
Zona Norte (GBA),"Barrancas del Lago, Nordelta",6,1957.857142857143,6.645842568389003,12.133321183116772
Zona Norte (GBA),"Barrio El Aljibe, Manzanares",6,1400.0,7.174565996142188,12.133321183116772
Zona Norte (GBA),"Barrio El Aljibe, Manzanares",5,1231.8181818181818,7.625469621925324,12.133321183116772
Zona Norte (GBA),"Barrio El Aljibe, Manzanares",4,1100.0,7.330917874396135,12.133321183116772
Tucuman,"Barrio Norte, San Miguel de Tucumán",3,500.0,5.884353741496598,10.972147623397879
Tucuman,"Barrio Norte, San Miguel de Tucumán",1,167.5,6.833333333333334,10.972147623397879
Tucuman,"Barrio Norte, San Miguel de Tucumán",2,350.0,9.210526315789474,10.972147623397879
Tucuman,"Barrio Norte, San Miguel de Tucumán",4,550.0,6.111111111111111,10.972147623397879
