precio,expensas,direccion,localidad,superficie_total,superficie_cubierta,cantidad_de_ambiente,cantidad_de_banios,cantidad_de_dormitorios,antiguedad,disposicion,orientacion,luminosidad,cantidad_de_cocheras,cantidad_de_toiletes,estado_general,aire_acondicionado,alarma,amoblado,caldera,calefacción,cancha_deportes,cocina_equipada,frigobar,lavarropas,lavavajillas,microondas,quincho,sum,sauna,secarropas,termotanque,vigilancia,ascensor,caja_fuerte,internet,laundry,servicio_de_limpieza,balcon,dependencia_servicio,dormitorio_en_suite,jardin,lavadero,patio,terraza,apto_profesional,gimnasio,hidromasaje,parrilla,permite_mascotas,pileta,sala_de_juegos,solarium,uso_comercial,amoblado,acceso_movilidad_reducida,provincia
USD 1.000,,paso de los andes y agustin alvarez,"Quinta Sección, Ciudad de Mendoza",300,200,,3,4,38 años,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
USD 1.000, $ 350.000,Agustin Alvarez al 200,"Ciudad de Mendoza, Mendoza",210,210,4,4,3,40 años,,,Muy luminoso,,,,,,,,True,,,,,,,,True,,,,True,,,,True,,True,True,True,,True,,,,,,,True,,,,,,,Mendoza
USD 1.000,,SAN LORENZO,"Ciudad de Mendoza, Mendoza",260,230,4,2,3,50 años,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
USD 1.000,,paso de los andes y agustin alvarez,"Quinta Sección, Ciudad de Mendoza",300,200,,3,4,38 años,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
USD 1.000, $ 300.000,barrio dalvian,"Barrio Privado Dalvian, Ciudad de Mendoza",600,250,,3,3,25 años,,,,2,1,,True,,,,True,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,Mendoza
USD 1.000,,Pueyrredon bis 1644,"Chacras de Coria, Mendoza",750,220,5,2,3,23 años,,,,2,1,,True,,True,,True,,True,,True,True,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,True,,Mendoza
USD 1.000,,Suipacha 1361 Godoy Cruz Mendoza Argentina,"Godoy Cruz, Mendoza",320,260,4,2,3,35 años,,O,Muy luminoso,,,,True,,,,,,True,,,,,,,,,True,,,,,,,,,True,,True,,True,,,,True,,,,,,,,Mendoza
USD 1.000,,Mitre y Colon,"Ciudad de Mendoza, Mendoza",370,370,2,1,1,7 años,,,Muy luminoso,1,,,,,,,True,,,,,,,,,,,,True,True,,True,,,,,,,,,,,,,,,,,,True,,True,Mendoza
USD 1.000,,Ruta Provincial 82 13000,"Las Compuertas, Mendoza",390,350,8,3,5,23 años,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,True,,True,,,,,,Mendoza
USD 1.000,,calle Mariano Moreno 489,"Quinta Sección, Ciudad de Mendoza",2000,2000,3,2,2,A estrenar,,,Muy luminoso,1,,,True,,,,True,,,,,,,,,,,,True,,,True,,,,,,,,,,,True,,True,,True,True,True,,,,Mendoza
USD 980, $ 200.000,Cerro Mirador 670 Dalvian,"Barrio Privado Dalvian, Ciudad de Mendoza",300,180,6,3,3,15 años,,N,Muy luminoso,1,,,True,,,True,True,,True,,,,,,,,,True,True,,,,,,,True,True,,,True,,,,,,True,,,,,,True,Mendoza
$ 920.000, $ 100.000,ELPIDIO GONZALEZ Y ARTURO GONZALEZ ,"Rodeo de la Cruz, Mendoza",735,235,6,3,3,15 años,,,Muy luminoso,2,,,True,,,,True,,,,,True,,,,,,True,True,,,,,,,,True,,True,True,,,,,True,True,True,,,,,,Mendoza
USD 950, $ 110.000,Las Cortaderas 2,"Guaymallén, Mendoza",450,200,4,2,3,8 años,,,Muy luminoso,2,,,True,,,True,True,,True,,,,,,,,,,True,,,True,,,,,True,,True,,True,True,,,True,True,,,,,,,Mendoza
USD 950,,ALMIRANTE BROWN 1914,"Godoy Cruz, Mendoza",175,150,6,2,4,30 años,,E,Muy luminoso,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,,,True,True,,,,True,,,Mendoza
USD 950, $ 36.000,Paso,"Maipú, Mendoza",320,120,4,2,2,15 años,,,Muy luminoso,,,,,,True,,,,True,,,,,,,,,,,,,,,,,True,,,,True,,,,True,True,,,,,,True,,Mendoza
USD 950,,Cubillos al 6000,"Chacras de Coria, Mendoza",1500,300,6,2,4,80 años,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,True,,,,,,,Mendoza
USD 950,,Manuel A. Saez 600,"Ciudad de Mendoza, Mendoza",120,105,7,2,3,4 años,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,Mendoza
USD 950, $ 183.000,AV CHAMPAGÑAT ,"Barrio Privado Dalvian, Ciudad de Mendoza",350,150,4,2,3,26 años,,,Muy luminoso,1,,,True,,,,True,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,True,,,,,,,Mendoza
$ 900.000,,pasteur 2000. Entre Las morenas y Los pimientos,"Las Heras, Mendoza",280,200,8,2,5,20 años,,N,,1,,,True,,,,,,,,,,,True,,,,,,,,,,,,,True,,True,True,,,,,True,,,,,,,,Mendoza
$ 890.000,,Maipú 300,"Ciudad de Mendoza, Mendoza",531,240,3,1,4,35 años,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,Mendoza
$ 870.000,,República de Siria 300,"Ciudad de Mendoza, Mendoza",254,254,6,4,4,57 años,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
USD 900,,R Ortega,"Ciudad de Mendoza, Mendoza",198,110,5,2,,44 años,,S,Muy luminoso,2,,,True,True,True,,True,,True,,,,,,,,,True,,,,True,,,,,True,,,True,,True,,,True,,,,,,True,True,Mendoza
USD 900,,Castro Barros 500,"Luján de Cuyo, Mendoza",400,210,,3,3,4 años,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
USD 900,,DALVIAN SA,"Barrio Privado Dalvian, Ciudad de Mendoza",600,350,8,3,4,30 años,,SE,Muy luminoso,3,3,,True,,,,True,,True,,,,,,,,,True,True,,,,,,True,,True,,True,True,,True,,,True,True,True,,True,,,,Mendoza
USD 900, $ 50.000,MALABIA ,"Luján de Cuyo, Mendoza",400,143,4,3,3,A estrenar,,,Muy luminoso,2,1,,,,,True,True,,True,,,,,,,,,True,True,,,,,,,,True,,,,,,,,,,,True,,,,,Mendoza
USD 900, $ 8.500,PUEYRREDON 1012,"Chacras de Coria, Chacras de Coria",720,240,,3,3,30 años,,N,Muy luminoso,2,,,,True,,,True,,,,,,,True,,,,,,,,True,,,,,True,,True,True,,,,,True,True,True,,,,,,Mendoza
USD 900, $ 45.000,Pedro J. Godoy ,"Godoy Cruz, Mendoza",150,150,,3,3,A estrenar,,,Muy luminoso,1,,,,,True,,,,,,,,,True,True,,,,True,True,,,,,True,,,,,,True,,True,,True,,True,True,True,,True,,Mendoza
USD 900, $ 180.000,Torre Magdalena- Piso 5 Dto 1  - Palmares,"Godoy Cruz, Mendoza",,,,2,2,A estrenar,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
USD 900,,Condominios Dalvian  Torre Sur,"Ciudad de Mendoza, Mendoza",100,100,3,2,2,A estrenar,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
$ 850.000,,TUCUMAN ,"Godoy Cruz, Mendoza",243,209,6,2,3,50 años,,,Muy luminoso,1,,,True,,,,,,,,,,,,,,,True,,,,,,,True,,,,,,,True,,,True,,,,,,,,Mendoza
$ 850.000, $ 122.000,Av. Boulogne Sur Mer 2953,"Sexta Sección, Ciudad de Mendoza",104,96,7,2,3,11 años,Contrafrente,SE,Muy luminoso,1,,,,,,True,True,,,,,,,True,True,,,,True,True,,,True,,True,,True,,True,,,,True,,True,,True,,True,,,,Mendoza
$ 850.000, $ 3.000,Manuel Moreno ,"Godoy Cruz, Mendoza",120,90,8,2,3,10 años,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
$ 850.000,,25 de mayo 917,"Ciudad de Mendoza, Mendoza",222,222,4,1,3,64 años,,O,Muy luminoso,,1,,,,,,True,,,,,,,,,,,True,,,,,,,True,True,,,True,True,True,True,,,True,,,,,True,,,Mendoza
$ 820.000,,Wenceslao Nuñez 995,"Rivadavia, Mendoza",400,380,10,3,3,15 años,,,Muy luminoso,2,1,,,True,,True,True,,True,,,,,True,,,,True,,,,True,,,,True,True,,True,,True,,,,True,True,,True,,,,,Mendoza
USD 220.000,,Coronel Rodríguez  Ciudad ,"Ciudad de Mendoza, Mendoza",200,180,4,2,3,45 años,,O,Luminoso,1,,,True,,,,,,True,,,,,,,,,True,,,,,,,,True,,,True,True,,,,,True,True,,,,True,,,Mendoza
USD 850, $ 60.000,Severo del Castillo ,"Guaymallén, Mendoza",275,180,7,2,3,2 años,,N,Muy luminoso,2,1,,,,,,True,,,,,,,,,,,,True,,,True,,,True,True,True,,True,,,,,,True,True,,,,,,,Mendoza
USD 850, $ 32.000,rufino ortega y boulonge sur mer,"Quinta Sección, Ciudad de Mendoza",70,70,,2,2,5 años,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
USD 850, $ 80.000,Olascoaga al 900,"Ciudad de Mendoza, Mendoza",,,3,2,2,11 años,,,,1,1,,True,,True,,,,,,,,,,,,,,,,,,,,True,,True,,,,True,,,,,,,,,,True,,Mendoza
USD 850, $ 40.000,Rufino Ortega 757,"Quinta Sección, Ciudad de Mendoza",70,70,5,2,2,1 años,,,Muy luminoso,1,,,True,,True,,,,True,,,,,True,True,,,,True,True,,,True,,,True,True,,,,,,,,True,,,,,,True,,Mendoza
$ 800.000,,BARRIO SANTA ANA,"Guaymallén, Mendoza",300,200,5,3,4,30 años,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
$ 800.000, $ 80.000,Charcas 4322,"Villa Nueva, Mendoza",165,140,,2,3,12 años,,,,2,1,,,,,,,,,,,,,True,,,,True,,,,,,,True,,True,,,True,True,,,,True,,True,,True,,,,Mendoza
$ 800.000,,juan b justo ,"Godoy Cruz, Mendoza",350,250,10,3,6,15 años,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
$ 800.000,,Los Peralitos Lujan de Cuyo Mendoza Argentina,"Luján de Cuyo, Mendoza",200,60,,1,2,9 años,,,Luminoso,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,Mendoza
$ 800.000,,OLEGARIO ANDRADE 101,"Ciudad de Mendoza, Mendoza",160,150,4,2,3,15 años,Frente,SE,Muy luminoso,1,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,Mendoza
$ 800.000,,Rioja y cordoba,"Ciudad de Mendoza, Mendoza",150,150,,3,4,15 años,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
$ 800.000,,Sargento Cabral 272,"Dorrego, Mendoza",400,,8,3,3,A estrenar,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
$ 770.000,,Juan Muñoz 400,"Vistalba, Mendoza",2100,80,5,1,3,14 años,,,,1,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,True,,,,,,,,Mendoza
USD 800, $ 600.000,CALLE ROCA,"Quinta Sección, Ciudad de Mendoza",330,320,6,5,3,25 años,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
USD 800, $ 180.000,Condominios Dalvian  Torre Sur,"Ciudad de Mendoza, Mendoza",100,100,3,2,2,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,Mendoza
USD 800, $ 55.000,Castro Barros 500,"Luján de Cuyo, Mendoza",500,130,,3,3,2 años,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
USD 800,,Jose marmol 1355 Godoy Cruz Mendoza Argentina.,"Godoy Cruz, Mendoza",201,423,7,2,4,50 años,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
USD 800,,lateral acceso este,"Guaymallén, Mendoza",100,100,,2,2,A estrenar,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
USD 800,,Cnel Rodriguez 1121,"Quinta Sección, Ciudad de Mendoza",180,180,5,1,,60 años,,O,,1,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,True,True,,,,,,,,,,,Mendoza
USD 160.000, $ 40.000,severo del castillo,"Guaymallén, Mendoza",250,180,,2,3,4 años,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
USD 800, $ 40.000,colon y peru,"Ciudad de Mendoza, Mendoza",90,90,6,1,3,10 años,Interno,S,Luminoso,,,,True,,True,,True,,True,True,True,,True,,,,,True,,True,,True,True,,,,,,True,,,,,,,,,,,,True,,Mendoza
$ 750.000, $ 113.000,Av. Boulogne Sur Mer 2953,"Sexta Sección, Ciudad de Mendoza",92,83,7,2,2,12 años,,O,Muy luminoso,1,,,,,,True,True,,,,,,,True,True,,,,True,True,,,True,,True,,True,,True,,,,True,,True,,True,,True,,,,Mendoza
$ 750.000, $ 20.000,Ituzaingo 2386,"Ciudad de Mendoza, Mendoza",100,100,,1,2,1 años,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
$ 750.000,,Montecaseros  Ciudad Mendoza,"Cuarta Sección, Ciudad de Mendoza",270,172,9,4,6,50 años,,E,Luminoso,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,True,,True,Mendoza
$ 750.000,,Alem,"Dorrego, Mendoza",1,1,6,1,2,40 años,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
$ 750.000,,Presidente Bartolomé Mitre & Calle Nueva Mayorga,"Coquimbito, Maipú",850,100,2,1,2,2 años,,N,Muy luminoso,2,1,,True,True,True,,,,True,,True,,True,,,,,True,,,,True,,True,,,,,,True,,True,,,True,True,,,,,True,,Mendoza
USD 750,,Falucho 500,"Luján de Cuyo, Mendoza",280,280,8,3,3,51 años,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,,,True,,,,,,,Mendoza
USD 750,,TORRES DEL MARQUEZ,"Otro, Mendoza",150,150,6,3,3,2 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
USD 750,,CALLE DR CARRILLO 0 MANZANA 22 LOTE 32 B°FORMAGGIA CAPITAL ,"Ciudad de Mendoza, Mendoza",80,75,5,2,3,5 años,,,,1,,,True,True,True,,,,,,,,True,,,,,True,,,,True,,,,,True,,True,True,,,,,True,True,,,,,True,,Mendoza
$ 700.000, $ 30.000,AGUSTÍN ÁLVAREZ 58,"Quinta Sección, Ciudad de Mendoza",80,80,3,2,2,15 años,,,Muy luminoso,1,,,True,,,,True,,,,,,,,True,,,True,,True,,,,,True,True,True,,,,True,,,,,,,,,,,,Mendoza
$ 700.000,,PEDRO BENEGAS 660 ,"Gobernador Benegas, Mendoza",199,150,6,2,,20 años,,,Muy luminoso,2,1,,,True,,,,,True,,,,,,,,,,,,,True,,,True,,True,,,True,,True,,,True,True,,,,,,,Mendoza
USD 750,,CALLE DR CARRILLO 0 MANZANA 22 LOTE 32 B°FORMAGGIA CAPITAL ,"Ciudad de Mendoza, Mendoza",80,75,5,2,3,5 años,,,,1,,,True,True,True,,,,,,,,True,,,,,True,,,,True,,,,,True,,True,True,,,,,True,True,,,,,True,,Mendoza
USD 750,,TORRES DEL MARQUEZ,"Otro, Mendoza",150,150,6,3,3,2 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
USD 750,,Falucho 500,"Luján de Cuyo, Mendoza",280,280,8,3,3,51 años,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,Mendoza
$ 700.000, $ 30.000,AGUSTÍN ÁLVAREZ 58,"Quinta Sección, Ciudad de Mendoza",80,80,3,2,2,15 años,,,Muy luminoso,1,,,True,,,,True,,,,,,,,True,,,True,,True,,,,,True,True,True,,,,True,,,,,,,,,,,,Mendoza
$ 700.000,,GRANADEROS 1268,"Ciudad de Mendoza, Mendoza",200,200,4,3,3,40 años,,E,Muy luminoso,2,1,,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,True,True,True,,,True,,,,,,,,Mendoza
$ 700.000,,PEDRO BENEGAS 660 ,"Gobernador Benegas, Mendoza",199,150,6,2,,20 años,,,Muy luminoso,2,1,,,True,,,,,True,,,,,,,,,,,,,True,,,True,,True,,,True,,True,,,True,True,,,,,,,Mendoza
$ 700.000, $ 67.800,Barrio Altos de la Crucesita,"Luján de Cuyo, Mendoza",2100,135,,2,3,11 años,,,,,,,True,True,,,,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,True,,,,,,Mendoza
$ 690.000,,BARRIO LOMAS DE RUSSELL,"Maipú, Mendoza",300,110,4,2,1,2 años,,,Muy luminoso,1,,,True,,,,,,,,,,,,,,,,,,,True,,,,,,,True,True,,,,,,,,,,,,,Mendoza
USD 700,,,"Godoy Cruz, Mendoza",65,45,,1,1,2 años,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
USD 700,,Junin y Fossa,"Ciudad de Mendoza, Mendoza",210,200,9,3,,40 años,,S,Muy luminoso,1,1,,,,,,True,,,,,,,,,,,True,,,,,,,True,,True,,True,True,True,True,,,True,True,,,,True,,,Mendoza
USD 700,,Miguel de Güemes ,"Godoy Cruz, Mendoza",250,180,4,2,3,9 años,,,Luminoso,2,,,True,,True,,True,,True,,,,,,,,,,,,,True,,,,,,,,True,,,,,True,True,,,,,True,,Mendoza
USD 700, $ 30.000,Tannat,"Carrodilla, Mendoza",98,98,3,1,2,A estrenar,,,Muy luminoso,1,1,,True,,True,,True,,True,,,,True,,,,,,,,,True,,,,,,,,,,True,,,,True,,,,,True,,Mendoza
USD 700,,rufino ortega,"Quinta Sección, Ciudad de Mendoza",187,184,5,1,4,50 años,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,True,,,,,,,,True,,,Mendoza
USD 700,,General Martín Güemes ,"Godoy Cruz, Mendoza",250,120,5,2,3,35 años,,E,Muy luminoso,1,,,True,,True,,True,,True,,True,,True,,,,,True,,,,True,,,,,True,,True,True,,True,,,True,,,,,,True,,Mendoza
$ 660.000,,MAGALLANES ,"Carrodilla, Mendoza",206,75,5,1,2,25 años,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
$ 650.000, $ 20.000,Paso de los Andes y Juan B Justo,"Quinta Sección, Ciudad de Mendoza",70,65,,1,2,20 años,,,,,,,,,,,True,,True,,,,,,,,,,,True,,,,,,,,,True,,True,,,,,,,,,,,,Mendoza
$ 650.000, $ 60.000,LAVALLE 249,"Godoy Cruz, Mendoza",84,84,1,1,2,A estrenar,,,,2,,,True,,True,,,,,,,True,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,Mendoza
$ 650.000, $ 65.000,Avenida Colón 452,"Ciudad de Mendoza, Mendoza",90,90,5,1,3,30 años,Frente,N,Muy luminoso,,,,,,,,,,,,,,,,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,Mendoza
$ 650.000,,AMEGHINO Nº 2020,"Godoy Cruz, Mendoza",200,130,6,2,4,50 años,,,Muy luminoso,,1,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,,True,,,,,,,,True,,,Mendoza
$ 650.000, $ 110.000,Buenos Aires 0,"Ciudad de Mendoza, Mendoza",300,200,5,3,4,54 años,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
$ 650.000,,60 GRANADEROS 1000. Entre Juan manuel fangio y Gargantini,"Maipú, Mendoza",130,97,3,2,2,11 años,,,,1,1,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,True,,,,,True,,,,,,,,Mendoza
$ 650.000,,Villa Azcuenaga ,"Guaymallén, Mendoza",240,130,4,2,2,15 años,,,,2,,,True,,,,,,True,,,,,,,,,,,,,True,,,,,True,,True,True,,,,,True,,,,,,,,Mendoza
$ 650.000,,Antonio Riveros,"La Cieneguita, Las Heras",200,170,5,2,3,1 años,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
USD 650, $ 40.000,GOBERNADOR ORTIZ CASI ROQUE SAEZ PEÑA BARRIO CEPAS DEL MALBEC  ,"Luján de Cuyo, Mendoza",2000,100,2,2,1,5 años,,,Muy luminoso,4,,,,,True,,,,,,,,,True,,,,,True,,,,,,,,,,,True,,,,,,,,,,,True,,Mendoza
USD 650, $ 170.000,AV CHANPAGÑAT ,"Barrio Privado Dalvian, Ciudad de Mendoza",125,110,4,2,2,A estrenar,,,Muy luminoso,1,,,,,,,,,,,,,,,,,,,True,,,,,,True,,True,,True,,True,,,,True,True,,,,,,,Mendoza
USD 650, $ 120.000,Mariano Moreno,"Quinta Sección, Ciudad de Mendoza",45,44,2,1,1,2 años,,,,1,,,True,,,,True,True,True,,,,,,True,True,,True,True,True,,,True,,,,True,,,,,,True,True,,,True,True,True,,,,Mendoza
$ 620.000, $ 100.000,españa 2469,"Ciudad de Mendoza, Mendoza",80,65,4,1,2,25 años,,,,1,,,,,,,,,,,,,,,,,,,True,True,,,,,True,,,,,,,,True,,,,True,,,,,,Mendoza
$ 600.000, $ 45.000,arizu 245,"Godoy Cruz, Mendoza",62,50,1,1,1,1 años,,,,1,1,,True,,True,,,,True,,,,True,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,True,,Mendoza
$ 600.000,,algarrobo ,"Guaymallén, Mendoza",300,200,6,3,5,25 años,,,,2,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,True,True,,True,,,True,True,,,,True,,,Mendoza
$ 600.000,,Matienzo 1198,"Guaymallén, Mendoza",300,300,7,2,4,30 años,,,,1,1,,True,,,,,,,,,,,,,,,True,,,,,,,True,,,,,True,True,True,,,,,,,,,,,Mendoza
$ 600.000,,Emilio Civit 700,"Ciudad de Mendoza, Mendoza",100,90,5,2,3,20 años,,,,1,,,True,,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,Mendoza
$ 600.000,,Viamonte 3000,"Vistalba, Mendoza",150,150,7,2,3,27 años,,E,,1,,,,,,,,,,,,,,True,,,,,,,,,,,,,True,,True,,,,,,True,,,,,,,,Mendoza
$ 600.000,,CALLE CIRCUITO EL CHALLAO CIUDAD DE MENDOZA,"Ciudad de Mendoza, Mendoza",3000,199,5,1,2,10 años,,,Luminoso,2,,,True,True,True,,True,,True,,,,True,True,,,,True,True,,,True,,True,,True,True,,,True,,,,,True,True,True,,,True,True,True,Mendoza
$ 600.000,,palmares valley,"Godoy Cruz, Mendoza",55,55,2,1,1,3 años,,,Muy luminoso,1,,,,,,,True,,,,,,,,True,,,True,True,,,,True,True,,,True,,,,True,,True,,,,True,True,True,,,,Mendoza
$ 600.000,,Rincón Veneto Guaymallén Mendoza Argentina.,"Ciudad de Mendoza, Mendoza",96,81,4,1,2,A estrenar,,S,Muy luminoso,1,,,,,,,True,,,,,,,,,,,,,,,True,,,True,,,,,,True,,,,,True,,,,,,,Mendoza
$ 600.000, $ 50.000,Barrio Vista Oliva 1881,"Maipú, Mendoza",140,101,4,2,3,A estrenar,,,Muy luminoso,1,,,,,,,True,,,,,,,,,,,,True,,,,,,,,True,,,True,,,,,True,,,,,,,,Mendoza
$ 600.000, $ 26,rivadavia,"Maipú, Mendoza",75,75,6,1,2,A estrenar,,O,,1,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,True,True,,,,,True,,,,,,,,Mendoza
$ 600.000,,Elpidio González 7162,"Capilla del Rosario, Guaymallén",150,120,4,1,2,4 años,,,Muy luminoso,1,,,,,,,True,,,,,,,,,,,True,True,,,,,,,,,,True,True,,,,,True,True,,,,,,,Mendoza
$ 600.000, $ 41.000,El Challao,"Las Heras, Mendoza",500,108,5,3,4,10 años,,O,Luminoso,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
$ 600.000,,Rio picheuta y Cipolletti,"La Cieneguita, Las Heras",250,200,6,2,3,1 años,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
$ 600.000,,Paso de los Andes,"Quinta Sección, Ciudad de Mendoza",220,185,5,2,3,1 años,,,Luminoso,2,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,True,,,,True,,,,,,,,Mendoza
$ 600.000,,MANUEL A SAEZ ,"San José, Mendoza",248,200,6,2,,10 años,,,Muy luminoso,,,,True,,,,True,,,,,,,,,,,True,,,,,,,,,,,,True,,True,,,True,,,,,,,True,Mendoza
$ 580.000, $ 6.000,Berutti ,"Las Cañas, Mendoza",165,164,6,3,4,10 años,Frente,O,Muy luminoso,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
USD 170.000, $ 70.000,Liniers,"Chacras de Coria, Mendoza",90,70,2,,1,A estrenar,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
USD 600, $ 114.000,Las Lomas Palmares Valley,"Luján de Cuyo, Mendoza",80,60,2,1,1,5 años,,,Muy luminoso,1,,,,,,,True,,,,,,,,True,,,,True,True,,True,,,True,,,,,,,,True,,True,True,True,,True,,,,Mendoza
USD 600, $ 25.000,QUINTA SECCION,"Quinta Sección, Ciudad de Mendoza",65,53,3,,2,20 años,,N,Muy luminoso,1,,,True,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,Mendoza
USD 600, $ 180.000,Edificio Aquarella,"Godoy Cruz, Mendoza",75,65,3,2,2,15 años,,,Muy luminoso,1,,,True,,,,True,,True,,,,,True,True,,,,True,True,,,True,,True,,True,,,,,True,True,,True,,,True,True,,,True,Mendoza
USD 600,,Laguna diamante 1350 Godoy Cruz Mendoza Argentina.,"Godoy Cruz, Mendoza",200,200,,2,2,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendoza
USD 600, $ 150.000,SAN LORENZO 630,"Ciudad de Mendoza, Mendoza",80,80,3,2,2,10 años,,N,Muy luminoso,1,,,True,,,True,True,,,,,,,,True,,,,True,True,,,True,,,,True,,,,,,True,,True,,True,,True,,,,Mendoza
USD 600, $ 100.000,PALMARES VALLEY,"La Puntilla, Luján de Cuyo",55,50,,1,1,1 años,,E,Muy luminoso,1,,,,,,,,,,,,,,,,,,,True,True,,,,,True,,,,,,,True,True,,True,,True,,,,,,Mendoza
USD 600, $ 60.000,25 de mayo 948,"Ciudad de Mendoza, Mendoza",,100,,2,3,40 años,,,,1,1,,True,,,,True,,,,,,,,,,,,True,True,True,True,,,True,,True,,,True,,,,,,True,,,,,,,Mendoza
